Offence Year,Division,Offence Category,District Number,Ticket Count
2022,D51,Speeding,74,16
2019,D51,Speeding,73,1055
2021,D51,Speeding,71,1782
2021,D51,Speeding,168,21
2019,D51,Speeding,71,1413
2023,D51,Speeding,73,383
2019,D51,Speeding,168,7
2018,D51,Speeding,68,4
2023,D51,Speeding,167,12
2020,D51,Speeding,168,29
2018,D51,Speeding,168,10
2021,D51,Speeding,98,5
2015,D51,Speeding,74,8
2014,D51,Speeding,168,4
2016,D51,Speeding,71,1340
2016,D51,Speeding,74,60
2016,D51,Speeding,73,963
2019,D51,Speeding,57,4
2020,D51,Speeding,166,363
2022,D51,Speeding,71,962
2023,D51,Speeding,168,45
2018,D51,Speeding,74,90
2018,D51,Speeding,71,1682
2016,D33,Speeding,52,5
2018,D52,Speeding,168,6
2018,D55,Speeding,62,4
2015,D31,Speeding,21,7
2022,D55,Speeding,44,7
2017,D51,Speeding,73,1144
2019,D51,Speeding,98,18
2021,D51,Speeding,167,96
2019,D51,Speeding,166,258
2020,D51,Speeding,70,14
2017,D51,Speeding,167,118
2021,D51,Speeding,73,736
2022,D51,Speeding,72,22
2017,D51,Speeding,74,243
2020,D51,Speeding,72,38
2020,D51,Speeding,68,6
2017,D51,Speeding,71,1676
2023,D51,Speeding,74,11
2016,D12,Speeding,111,4
2017,D33,Speeding,47,5
2018,D33,Speeding,150,7
2017,D52,Speeding,78,311
2022,D23,Speeding,11,4
2020,D55,Speeding,43,5
2021,D53,Speeding,41,7
2020,D52,Speeding,79,30
2017,D13,Speeding,101,5
2021,D33,Speeding,47,4
2015,D42,Speeding,130,7
2016,D52,Speeding,170,79
2021,D14,Speeding,81,4
2018,D43,Speeding,141,7
2019,D52,Speeding,166,12
2018,D32,Speeding,36,5
2016,D33,Speeding,150,4
2015,D52,Speeding,166,16
2015,D42,Speeding,143,5
2017,D32,Speeding,34,4
2014,D22,Speeding,159,4
2015,D22,Speeding,10,4
2022,D33,Speeding,119,4
2016,D11,Speeding,85,4
2021,D42,Speeding,128,4
2018,D41,Speeding,157,4
2020,D51,Speeding,73,4
2019,D42,Speeding,116,4
2016,D12,Speeding,115,4
2016,D55,Speeding,64,4
2023,D32,Speeding,34,4
2020,D14,Speeding,84,4
2019,D32,Speeding,40,4
2019,D32,Speeding,31,4
2016,D51,Speeding,166,4
2021,D55,Speeding,57,4
2022,D55,Speeding,68,4
2018,D23,Speeding,3,4
2022,D53,Speeding,103,4
2020,D22,Speeding,10,4
2020,D51,Speeding,166,4
2016,D41,Speeding,124,4
2019,D32,Speeding,38,4
2023,D42,Speeding,143,4
2018,D55,Speeding,43,4
2021,D42,Speeding,147,4
2015,D23,Speeding,2,4
2022,D53,Speeding,55,4
2020,D12,Speeding,111,4
2015,D14,Speeding,85,4
2014,D32,Speeding,50,4
2017,D53,Speeding,55,4
2020,D53,Speeding,98,4
2017,D32,Speeding,31,4
2015,D22,Speeding,9,4
2014,D12,Speeding,111,4
2017,D52,Speeding,165,61
2020,D33,Speeding,41,4
2017,D31,Speeding,25,5
2015,D33,Speeding,52,7
2021,D31,Speeding,22,4
2014,D52,Speeding,165,19
2018,D22,Speeding,159,7
2014,D51,Speeding,71,4
2015,D52,Speeding,78,311
2019,D43,Speeding,157,7
2017,D42,Speeding,128,4
2020,D42,Speeding,147,4
2017,D11,Speeding,90,5
2023,D52,Speeding,170,13
2016,D42,Speeding,146,7
2020,D43,Speeding,139,4
2017,D52,Speeding,166,8
2023,D33,Speeding,41,7
2023,D31,Speeding,22,4
2018,D23,Speeding,11,4
2019,D14,Speeding,85,5
2020,D52,Speeding,165,291
2021,D42,Speeding,148,7
2018,D11,Speeding,85,5
2019,D52,Speeding,170,727
2019,D43,Speeding,141,7
2016,D41,Speeding,156,4
2020,D43,Speeding,156,4
2019,D23,Speeding,3,5
2022,D52,Speeding,78,79
2021,D32,Speeding,37,7
2018,D43,Speeding,135,4
2019,D12,Speeding,115,4
2018,D42,Speeding,133,5
2016,D32,Speeding,34,5
2017,D42,Speeding,116,5
2016,D22,Speeding,160,5
2021,D32,Speeding,152,5
2022,D55,Speeding,120,5
2020,D55,Speeding,68,5
2021,D31,Speeding,23,5
2022,D55,Speeding,43,5
2018,D43,Speeding,134,5
2022,D23,Speeding,2,5
2020,D43,Speeding,157,5
2016,D41,Speeding,126,5
2020,D43,Speeding,138,5
2017,D41,Speeding,119,5
2017,D52,Speeding,165,5
2023,D33,Speeding,44,5
2023,D41,Speeding,157,5
2020,D31,Speeding,22,5
2023,D53,Speeding,41,5
2018,D33,Speeding,47,5
2014,D31,Speeding,154,5
2021,D22,Speeding,12,5
2017,D41,Speeding,122,5
2021,D33,Speeding,46,5
2019,D53,Speeding,98,5
2020,D13,Speeding,32,5
2020,D55,Speeding,58,5
2022,D32,Speeding,155,5
2016,D11,Speeding,88,5
2022,D22,Speeding,9,5
2023,D22,Speeding,9,7
2022,D51,Speeding,73,7
2023,D23,Speeding,5,7
2018,D22,Speeding,161,4
2022,D52,Speeding,165,435
2023,D23,Speeding,11,4
2017,D22,Speeding,13,4
2020,D52,Speeding,168,4
2023,D55,Speeding,67,4
2016,D31,Speeding,22,7
2018,D41,Speeding,138,4
2015,D33,Speeding,47,4
2015,D52,Speeding,79,21
2017,D33,Speeding,44,7
2015,D33,Speeding,49,4
2020,D32,Speeding,152,7
2014,D53,Speeding,98,4
2021,D52,Speeding,79,21
2022,D33,Speeding,149,7
2014,D42,Speeding,129,4
2019,D52,Speeding,79,10
2019,D22,Speeding,20,4
2018,D43,Speeding,136,7
2018,D42,Speeding,129,7
2014,D52,Speeding,78,38
2023,D43,Speeding,156,4
2023,D13,Speeding,102,7
2014,D52,Speeding,170,11
2022,D43,Speeding,138,7
2020,D22,Speeding,15,4
2020,D22,Speeding,158,7
2019,D52,Speeding,78,74
2014,D41,Speeding,121,4
2022,D52,Speeding,79,12
2021,D55,Speeding,54,7
2021,D11,Speeding,83,4
2018,D22,Speeding,20,7
2015,D52,Speeding,170,31
2018,D51,Speeding,71,7
2014,D41,Speeding,119,4
2015,D51,Speeding,166,4
2023,D52,Speeding,78,27
2020,D22,Speeding,16,7
2020,D53,Speeding,56,4
2023,D22,Speeding,160,4
2023,D41,Speeding,120,7
2016,D52,Speeding,166,11
2020,D13,Speeding,31,7
2020,D22,Speeding,13,4
2015,D31,Speeding,27,4
2015,D33,Speeding,150,5
2021,D52,Speeding,166,5
2017,D42,Speeding,145,7
2019,D41,Speeding,121,5
2020,D23,Speeding,7,7
2016,D52,Speeding,165,63
2022,D12,Speeding,28,4
2017,D22,Speeding,161,5
2023,D52,Speeding,165,173
2015,D22,Speeding,20,7
2015,D11,Speeding,87,5
2017,D33,Speeding,53,4
2021,D52,Speeding,78,169
2022,D53,Speeding,98,4
2014,D51,Speeding,73,7
2022,D23,Speeding,6,5
2015,D22,Speeding,159,4
2022,D52,Speeding,170,152
2019,D33,Speeding,52,4
2021,D32,Speeding,27,7
2022,D33,Speeding,53,5
2014,D52,Speeding,164,4
2014,D52,Speeding,79,45
2018,D41,Speeding,119,4
2022,D12,Speeding,111,7
2020,D13,Speeding,92,4
2018,D52,Speeding,166,10
2021,D31,Speeding,154,4
2021,D55,Speeding,70,7
2015,D42,Speeding,128,5
2020,D11,Speeding,90,4
2018,D52,Speeding,78,167
2022,D32,Speeding,49,4
2020,D12,Speeding,29,7
2021,D13,Speeding,32,5
2018,D41,Speeding,156,4
2020,D52,Speeding,164,8
2016,D43,Speeding,142,4
2021,D11,Speeding,90,7
2018,D52,Speeding,170,5
2022,D43,Speeding,139,4
2018,D52,Speeding,170,722
2019,D22,Speeding,11,4
2016,D13,Speeding,101,4
2014,D42,Speeding,144,4
2018,D33,Speeding,46,4
2018,D53,Speeding,41,4
2020,D41,Speeding,124,4
2018,D33,Speeding,44,4
2016,D12,Speeding,112,4
2014,D31,Speeding,24,4
2018,D31,Speeding,154,4
2019,D53,Speeding,97,4
2019,D51,Speeding,166,4
2018,D13,Speeding,31,4
2021,D53,Speeding,71,4
2017,D31,Speeding,154,7
2017,D23,Speeding,5,5
2019,D41,Speeding,120,7
2015,D51,Speeding,73,5
2023,D33,Speeding,47,7
2023,D32,Speeding,155,5
2021,D32,Speeding,36,4
2023,D12,Speeding,112,7
2018,D42,Speeding,130,5
2016,D41,Speeding,157,4
2017,D32,Speeding,32,5
2022,D42,Speeding,118,4
2023,D22,Speeding,18,4
2022,D13,Speeding,106,7
2023,D22,Speeding,15,5
2021,D52,Speeding,170,277
2020,D51,Speeding,74,7
2019,D55,Speeding,44,5
2017,D52,Speeding,164,10
2019,D52,Speeding,165,89
2016,D52,Speeding,78,183
2017,D52,Speeding,168,4
2020,D52,Speeding,170,557
2023,D52,Speeding,79,12
2017,D52,Speeding,170,360
2023,D52,Speeding,164,4
2018,D52,Speeding,165,104
2021,D32,Speeding,32,7
2016,D53,Speeding,55,5
2017,D11,Speeding,87,7
2017,D41,Speeding,126,5
2016,D51,Speeding,73,7
2019,D41,Speeding,119,5
2014,D41,Speeding,126,7
2015,D22,Speeding,160,5
2018,D31,Speeding,25,7
2023,D11,Speeding,161,5
2023,D55,Speeding,62,5
2014,D31,Speeding,27,5
2017,D53,Speeding,98,5
2015,D41,Speeding,156,5
2015,D41,Speeding,126,5
2015,D55,Speeding,58,5
2019,D22,Speeding,160,5
2021,D43,Speeding,123,5
2016,D42,Speeding,128,5
2020,D33,Speeding,43,5
2015,D52,Speeding,165,25
2020,D52,Speeding,169,10
2022,D52,Speeding,166,6
2021,D52,Speeding,169,9
2021,D52,Speeding,165,445
2020,D52,Speeding,78,122
2020,D52,Speeding,166,4
2014,D52,Speeding,166,7
2022,D52,Speeding,168,4
2018,D52,Speeding,79,8
2016,D52,Speeding,79,6
2015,D51,Speeding,73,908
2019,D51,Speeding,56,6
2014,D12,Speeding,115,193
2022,D12,Speeding,112,288
2017,D12,Speeding,112,100
2021,D12,Speeding,23,5
2022,D12,Speeding,90,669
2018,D12,Speeding,29,37
2019,D12,Speeding,28,13
2021,D12,Speeding,113,13
2016,D12,Speeding,90,18
2015,D12,Speeding,115,240
2014,D12,Speeding,30,140
2017,D12,Speeding,23,4
2017,D12,Speeding,30,221
2023,D12,Speeding,90,702
2023,D12,Speeding,110,13
2017,D11,Speeding,88,168
2020,D12,Speeding,23,10
2019,D12,Speeding,30,182
2023,D12,Speeding,29,193
2021,D12,Speeding,28,35
2015,D12,Speeding,111,388
2020,D12,Speeding,28,55
2015,D11,Speeding,114,9
2018,D31,Speeding,25,111
2022,D11,Speeding,87,2110
2016,D12,Speeding,111,480
2015,D11,Speeding,91,5
2016,D12,Speeding,29,133
2018,D31,Speeding,21,1319
2018,D51,Speeding,166,177
2016,D11,Speeding,86,6
2016,D12,Speeding,112,164
2021,D11,Speeding,85,2198
2018,D12,Speeding,111,275
2017,D31,Speeding,154,244
2015,D14,Speeding,80,65
2016,D51,Speeding,72,100
2021,D11,Speeding,111,19
2017,D11,Speeding,86,30
2022,D12,Speeding,113,37
2023,D51,Speeding,70,4
2021,D12,Speeding,90,237
2022,D51,Speeding,166,128
2014,D14,Speeding,165,7
2020,D31,Speeding,27,755
2019,D31,Speeding,25,127
2021,D12,Speeding,110,9
2020,D11,Speeding,84,110
2022,D14,Speeding,84,8
2015,D51,Speeding,72,59
2018,D12,Speeding,23,9
2018,D11,Speeding,85,263
2018,D51,Speeding,98,4
2014,D12,Speeding,28,59
2023,D31,Speeding,1,6
2015,D11,Speeding,84,69
2016,D12,Speeding,28,70
2023,D14,Speeding,95,25
2015,D11,Speeding,89,26
2021,D31,Speeding,25,9
2017,D51,Speeding,70,12
2014,D12,Speeding,111,355
2023,D31,Speeding,155,132
2014,D11,Speeding,114,25
2017,D12,Speeding,113,12
2018,D14,Speeding,164,8
2020,D11,Speeding,88,175
2021,D31,Speeding,23,116
2023,D51,Speeding,71,499
2019,D12,Speeding,112,76
2015,D31,Speeding,21,1458
2014,D11,Speeding,84,48
2020,D12,Speeding,112,202
2020,D14,Speeding,80,30
2014,D11,Speeding,90,5
2019,D31,Speeding,23,366
2023,D51,Speeding,166,424
2019,D12,Speeding,113,17
2014,D31,Speeding,155,709
2021,D11,Speeding,87,1424
2015,D12,Speeding,29,84
2020,D14,Speeding,164,15
2019,D11,Speeding,20,6
2023,D11,Speeding,172,6
2018,D11,Speeding,83,6
2019,D11,Speeding,111,9
2023,D11,Speeding,89,29
2022,D11,Speeding,114,27
2018,D11,Speeding,20,12
2023,D11,Speeding,85,1352
2022,D11,Speeding,90,362
2020,D11,Speeding,89,116
2022,D11,Speeding,171,5
2018,D11,Speeding,87,213
2020,D11,Speeding,90,87
2018,D11,Speeding,89,17
2015,D11,Speeding,87,385
2020,D11,Speeding,111,41
2020,D11,Speeding,91,4
2017,D11,Speeding,90,63
2016,D11,Speeding,89,67
2022,D11,Speeding,91,5
2019,D11,Speeding,88,76
2018,D11,Speeding,163,4
2021,D11,Speeding,171,7
2019,D11,Speeding,85,228
2015,D11,Speeding,111,6
2018,D11,Speeding,88,123
2019,D11,Speeding,89,49
2021,D11,Speeding,91,6
2018,D11,Speeding,114,18
2017,D11,Speeding,171,41
2018,D11,Speeding,90,15
2017,D11,Speeding,114,36
2014,D11,Speeding,111,8
2023,D11,Speeding,87,973
2019,D11,Speeding,90,16
2019,D11,Speeding,86,20
2017,D13,Speeding,96,33
2015,D13,Speeding,94,56
2016,D13,Speeding,96,4
2018,D13,Speeding,107,77
2017,D13,Speeding,31,90
2021,D13,Speeding,108,9
2023,D13,Speeding,106,325
2017,D12,Speeding,29,38
2022,D51,Speeding,167,30
2023,D31,Speeding,23,22
2021,D14,Speeding,163,1912
2019,D12,Speeding,90,5
2021,D14,Speeding,79,12
2020,D51,Speeding,74,138
2020,D12,Speeding,113,8
2021,D14,Speeding,78,5
2022,D12,Speeding,110,19
2021,D14,Speeding,85,396
2022,D14,Speeding,81,15
2020,D31,Speeding,21,1256
2014,D12,Speeding,29,113
2017,D14,Speeding,79,6
2023,D51,Speeding,98,61
2019,D12,Speeding,111,193
2021,D14,Speeding,172,24
2020,D31,Speeding,23,218
2021,D12,Speeding,30,360
2020,D14,Speeding,172,14
2018,D51,Speeding,70,13
2022,D12,Speeding,111,139
2017,D14,Speeding,83,4
2023,D31,Speeding,21,610
2022,D12,Speeding,29,100
2021,D14,Speeding,84,21
2022,D51,Speeding,73,619
2015,D51,Speeding,166,478
2017,D11,Speeding,85,191
2020,D14,Speeding,83,27
2022,D14,Speeding,164,8
2023,D12,Speeding,91,15
2014,D51,Speeding,72,49
2022,D31,Speeding,24,15
2015,D11,Speeding,85,137
2016,D12,Speeding,110,17
2016,D14,Speeding,163,898
2019,D14,Speeding,165,16
2015,D12,Speeding,113,65
2014,D51,Speeding,71,317
2017,D31,Speeding,23,765
2020,D11,Speeding,86,264
2020,D12,Speeding,111,279
2014,D14,Speeding,81,28
2020,D14,Speeding,95,62
2022,D12,Speeding,91,121
2014,D51,Speeding,73,672
2017,D31,Speeding,25,87
2022,D31,Speeding,155,219
2018,D31,Speeding,27,168
2014,D31,Speeding,27,270
2022,D31,Speeding,21,845
2018,D31,Speeding,23,596
2016,D31,Speeding,27,639
2018,D31,Speeding,154,124
2016,D31,Speeding,25,33
2023,D31,Speeding,22,100
2020,D31,Speeding,155,297
2021,D31,Speeding,27,318
2017,D31,Speeding,21,1529
2015,D31,Speeding,154,405
2021,D31,Speeding,21,1123
2015,D31,Speeding,155,394
2019,D31,Speeding,22,255
2022,D31,Speeding,23,43
2019,D31,Speeding,21,683
2018,D31,Speeding,24,20
2014,D31,Speeding,154,200
2023,D31,Speeding,24,39
2016,D31,Speeding,21,1378
2023,D31,Speeding,154,156
2016,D31,Speeding,24,245
2019,D31,Speeding,24,11
2014,D31,Speeding,24,73
2017,D31,Speeding,27,583
2023,D31,Speeding,25,78
2021,D31,Speeding,154,81
2020,D31,Speeding,24,17
2017,D31,Speeding,22,509
2019,D31,Speeding,154,53
2022,D31,Speeding,25,13
2021,D31,Speeding,155,348
2018,D31,Speeding,22,422
2014,D31,Speeding,21,758
2022,D31,Speeding,27,655
2022,D31,Speeding,154,94
2015,D31,Speeding,24,126
2021,D31,Speeding,24,6
2021,D11,Speeding,89,59
2017,D14,Speeding,163,1238
2017,D12,Speeding,28,47
2020,D14,Speeding,163,1662
2019,D51,Speeding,74,72
2019,D14,Speeding,85,96
2018,D12,Speeding,30,174
2017,D12,Speeding,111,420
2014,D11,Speeding,87,184
2019,D14,Speeding,80,38
2018,D51,Speeding,57,5
2018,D12,Speeding,28,46
2023,D14,Speeding,162,5
2017,D12,Speeding,115,255
2023,D12,Speeding,113,40
2019,D14,Speeding,81,9
2023,D11,Speeding,111,14
2021,D14,Speeding,81,90
2020,D51,Speeding,167,27
2022,D12,Speeding,30,209
2023,D12,Speeding,30,247
2019,D14,Speeding,163,963
2022,D11,Speeding,89,101
2020,D14,Speeding,162,33
2018,D51,Speeding,72,43
2023,D12,Speeding,23,12
2023,D12,Speeding,115,238
2022,D14,Speeding,95,13
2023,D11,Speeding,84,10
2019,D14,Speeding,95,17
2019,D12,Speeding,115,166
2019,D51,Speeding,68,12
2022,D12,Speeding,115,297
2022,D11,Speeding,85,1434
2021,D14,Speeding,165,46
2016,D51,Speeding,167,23
2015,D12,Speeding,28,137
2017,D14,Speeding,80,44
2022,D51,Speeding,168,20
2023,D14,Speeding,172,55
2016,D12,Speeding,30,341
2021,D11,Speeding,90,154
2022,D14,Speeding,79,31
2015,D51,Speeding,71,656
2023,D14,Speeding,83,4
2014,D12,Speeding,112,147
2016,D11,Speeding,88,69
2020,D14,Speeding,78,13
2023,D51,Speeding,72,8
2017,D14,Speeding,85,180
2020,D12,Speeding,110,5
2019,D11,Speeding,87,129
2021,D14,Speeding,162,49
2014,D31,Speeding,23,804
2021,D14,Speeding,83,85
2020,D12,Speeding,30,404
2019,D11,Speeding,114,10
2014,D14,Speeding,162,8
2019,D31,Speeding,27,116
2020,D14,Speeding,165,58
2021,D12,Speeding,111,136
2017,D11,Speeding,87,395
2014,D14,Speeding,163,291
2015,D31,Speeding,23,958
2022,D14,Speeding,162,31
2020,D12,Speeding,115,321
2021,D11,Speeding,88,449
2021,D14,Speeding,80,35
2020,D31,Speeding,22,287
2014,D14,Speeding,80,91
2020,D12,Speeding,90,75
2017,D11,Speeding,89,112
2015,D14,Speeding,81,19
2015,D14,Speeding,163,583
2022,D14,Speeding,80,13
2014,D14,Speeding,172,7
2017,D14,Speeding,164,4
2017,D14,Speeding,81,156
2016,D14,Speeding,80,49
2017,D14,Speeding,95,16
2023,D14,Speeding,80,48
2023,D14,Speeding,165,35
2018,D14,Speeding,85,152
2016,D14,Speeding,85,285
2014,D14,Speeding,85,161
2020,D14,Speeding,81,130
2019,D14,Speeding,79,4
2020,D14,Speeding,84,87
2022,D14,Speeding,165,24
2018,D14,Speeding,81,49
2021,D14,Speeding,164,10
2022,D14,Speeding,85,196
2020,D14,Speeding,79,24
2023,D11,Speeding,91,6
2021,D12,Speeding,115,224
2020,D31,Speeding,154,168
2016,D11,Speeding,87,426
2019,D14,Speeding,172,9
2021,D12,Speeding,91,261
2020,D31,Speeding,25,119
2020,D11,Speeding,114,39
2018,D14,Speeding,165,14
2022,D12,Speeding,28,31
2018,D31,Speeding,155,123
2016,D11,Speeding,91,5
2017,D14,Speeding,172,11
2015,D12,Speeding,110,13
2016,D31,Speeding,155,315
2021,D11,Speeding,84,45
2020,D14,Speeding,85,314
2018,D12,Speeding,110,5
2014,D31,Speeding,25,6
2023,D11,Speeding,171,17
2023,D14,Speeding,85,308
2021,D11,Speeding,86,138
2018,D12,Speeding,113,9
2018,D14,Speeding,80,11
2015,D31,Speeding,22,341
2016,D12,Speeding,91,4
2022,D11,Speeding,111,9
2015,D14,Speeding,85,254
2022,D31,Speeding,1,6
2016,D12,Speeding,115,256
2022,D11,Speeding,84,29
2016,D14,Speeding,81,113
2017,D31,Speeding,155,335
2023,D12,Speeding,28,87
2021,D11,Speeding,114,29
2018,D14,Speeding,172,40
2016,D31,Speeding,154,285
2017,D12,Speeding,90,8
2014,D11,Speeding,89,37
2022,D14,Speeding,172,21
2019,D31,Speeding,155,162
2015,D12,Speeding,30,274
2016,D11,Speeding,90,5
2017,D14,Speeding,165,8
2016,D31,Speeding,23,731
2014,D12,Speeding,90,15
2015,D11,Speeding,88,46
2016,D14,Speeding,165,15
2022,D31,Speeding,22,105
2015,D12,Speeding,90,8
2021,D11,Speeding,83,23
2016,D14,Speeding,172,8
2023,D31,Speeding,27,270
2021,D12,Speeding,29,171
2023,D11,Speeding,86,34
2015,D14,Speeding,165,22
2016,D31,Speeding,22,363
2021,D12,Speeding,112,937
2023,D11,Speeding,90,1278
2021,D14,Speeding,95,47
2017,D31,Speeding,24,76
2018,D12,Speeding,112,41
2016,D11,Speeding,114,95
2018,D14,Speeding,163,1009
2015,D12,Speeding,112,325
2015,D31,Speeding,27,257
2022,D11,Speeding,86,344
2023,D12,Speeding,111,84
2022,D14,Speeding,78,5
2021,D31,Speeding,22,82
2020,D11,Speeding,171,7
2023,D12,Speeding,112,91
2023,D14,Speeding,163,2125
2014,D31,Speeding,22,207
2016,D11,Speeding,83,5
2020,D12,Speeding,29,149
2015,D14,Speeding,172,28
2015,D31,Speeding,25,26
2023,D11,Speeding,88,39
2014,D12,Speeding,113,38
2022,D14,Speeding,163,2040
2022,D11,Speeding,88,204
2016,D12,Speeding,113,17
2018,D12,Speeding,115,262
2023,D11,Speeding,114,4
2016,D11,Speeding,171,13
2020,D11,Speeding,85,1510
2016,D11,Speeding,85,260
2023,D11,Speeding,161,9
2020,D11,Speeding,87,1484
2016,D11,Speeding,84,44
2014,D11,Speeding,85,123
2014,D11,Speeding,88,85
2021,D41,Speeding,138,105
2022,D41,Speeding,121,51
2014,D41,Speeding,121,214
2021,D41,Speeding,126,2897
2019,D41,Speeding,120,290
2015,D42,Speeding,144,897
2021,D41,Speeding,123,155
2016,D41,Speeding,119,418
2022,D41,Speeding,138,21
2021,D42,Speeding,146,593
2014,D41,Speeding,120,213
2020,D23,Speeding,4,231
2022,D13,Speeding,32,10
2017,D13,Speeding,92,117
2017,D13,Speeding,32,213
2018,D42,Speeding,128,411
2018,D42,Speeding,129,313
2017,D42,Speeding,118,11
2021,D42,Speeding,116,424
2023,D42,Speeding,116,259
2016,D42,Speeding,128,195
2020,D42,Speeding,147,258
2020,D42,Speeding,130,1152
2020,D42,Speeding,143,69
2022,D42,Speeding,118,210
2018,D42,Speeding,148,28
2016,D42,Speeding,145,161
2018,D42,Speeding,130,515
2021,D42,Speeding,129,444
2023,D42,Speeding,148,305
2020,D42,Speeding,145,1941
2023,D42,Speeding,145,1721
2019,D42,Speeding,143,46
2017,D42,Speeding,147,8
2023,D42,Speeding,144,2880
2019,D42,Speeding,145,248
2023,D42,Speeding,130,969
2016,D42,Speeding,129,127
2021,D42,Speeding,128,209
2014,D42,Speeding,143,25
2021,D42,Speeding,118,282
2019,D42,Speeding,128,97
2015,D42,Speeding,118,22
2014,D42,Speeding,130,339
2019,D42,Speeding,129,112
2016,D42,Speeding,147,24
2022,D42,Speeding,146,452
2016,D42,Speeding,116,52
2014,D42,Speeding,116,60
2022,D42,Speeding,129,328
2016,D42,Speeding,142,4
2018,D42,Speeding,116,192
2014,D42,Speeding,146,46
2020,D42,Speeding,116,378
2019,D42,Speeding,130,189
2017,D42,Speeding,129,110
2016,D42,Speeding,143,218
2018,D42,Speeding,118,10
2022,D42,Speeding,145,1383
2014,D42,Speeding,148,10
2022,D41,Speeding,120,381
2014,D42,Speeding,118,17
2016,D42,Speeding,118,29
2022,D42,Speeding,130,1017
2019,D42,Speeding,144,369
2022,D41,Speeding,119,736
2019,D13,Speeding,109,13
2015,D41,Speeding,119,352
2014,D23,Speeding,1,343
2020,D41,Speeding,122,1496
2020,D41,Speeding,156,1727
2020,D41,Speeding,116,10
2021,D42,Speeding,147,135
2022,D41,Speeding,130,21
2022,D13,Speeding,106,119
2017,D23,Speeding,10,4
2020,D41,Speeding,119,1817
2019,D41,Speeding,138,77
2017,D42,Speeding,145,180
2015,D13,Speeding,39,4
2017,D23,Speeding,8,276
2014,D41,Speeding,126,121
2017,D41,Speeding,123,58
2023,D42,Speeding,147,23
2016,D13,Speeding,39,65
2020,D23,Speeding,9,20
2016,D41,Speeding,126,248
2018,D41,Speeding,138,29
2015,D42,Speeding,145,148
2021,D13,Speeding,92,38
2021,D23,Speeding,5,649
2015,D41,Speeding,121,232
2019,D41,Speeding,119,297
2015,D42,Speeding,130,683
2023,D41,Speeding,126,1441
2016,D23,Speeding,8,278
2022,D41,Speeding,123,142
2022,D41,Speeding,126,2058
2017,D42,Speeding,116,40
2014,D41,Speeding,119,208
2017,D23,Speeding,5,252
2020,D41,Speeding,126,2018
2016,D41,Speeding,125,18
2018,D42,Speeding,144,508
2021,D41,Speeding,124,196
2017,D23,Speeding,2,335
2023,D41,Speeding,123,32
2021,D41,Speeding,156,2301
2019,D41,Speeding,156,316
2017,D41,Speeding,126,173
2022,D41,Speeding,156,1460
2016,D41,Speeding,120,1113
2014,D41,Speeding,122,142
2021,D41,Speeding,121,53
2015,D41,Speeding,156,269
2014,D41,Speeding,125,8
2021,D41,Speeding,120,918
2023,D41,Speeding,121,10
2023,D41,Speeding,138,16
2021,D41,Speeding,116,7
2023,D41,Speeding,119,1029
2023,D41,Speeding,122,822
2021,D41,Speeding,119,1262
2018,D41,Speeding,126,231
2017,D41,Speeding,122,279
2018,D41,Speeding,156,361
2014,D41,Speeding,157,23
2022,D41,Speeding,124,494
2023,D41,Speeding,157,328
2016,D41,Speeding,123,143
2019,D41,Speeding,124,87
2023,D41,Speeding,125,36
2018,D41,Speeding,119,255
2017,D41,Speeding,138,71
2018,D41,Speeding,122,499
2020,D41,Speeding,120,783
2017,D41,Speeding,156,120
2015,D41,Speeding,126,158
2019,D41,Speeding,125,17
2015,D41,Speeding,138,126
2017,D41,Speeding,121,151
2019,D41,Speeding,157,95
2020,D41,Speeding,157,128
2019,D41,Speeding,126,486
2022,D41,Speeding,157,352
2018,D41,Speeding,123,46
2021,D41,Speeding,122,1361
2020,D42,Speeding,52,10
2016,D41,Speeding,138,73
2019,D41,Speeding,123,116
2014,D42,Speeding,129,88
2020,D42,Speeding,118,404
2019,D42,Speeding,147,14
2022,D42,Speeding,143,69
2017,D42,Speeding,148,10
2021,D42,Speeding,148,598
2016,D42,Speeding,148,75
2022,D42,Speeding,147,49
2015,D42,Speeding,148,53
2018,D42,Speeding,142,4
2020,D42,Speeding,148,451
2017,D42,Speeding,144,429
2020,D42,Speeding,144,1954
2023,D42,Speeding,146,220
2014,D42,Speeding,128,87
2015,D42,Speeding,128,239
2015,D42,Speeding,146,364
2020,D42,Speeding,129,340
2020,D42,Speeding,128,457
2018,D42,Speeding,143,86
2021,D42,Speeding,144,3192
2021,D42,Speeding,143,97
2021,D42,Speeding,145,1227
2015,D23,Speeding,2,76
2021,D23,Speeding,9,9
2018,D23,Speeding,1,2087
2015,D23,Speeding,22,13
2016,D23,Speeding,10,15
2022,D23,Speeding,9,7
2023,D23,Speeding,7,94
2020,D23,Speeding,3,337
2016,D23,Speeding,11,29
2016,D23,Speeding,4,66
2022,D23,Speeding,1,5582
2020,D23,Speeding,2,446
2017,D23,Speeding,4,107
2019,D23,Speeding,2,108
2020,D23,Speeding,6,116
2020,D23,Speeding,22,493
2021,D23,Speeding,7,324
2018,D23,Speeding,3,115
2022,D23,Speeding,11,69
2017,D41,Speeding,125,15
2022,D13,Speeding,107,129
2019,D23,Speeding,22,31
2014,D13,Speeding,96,19
2023,D23,Speeding,1,4718
2023,D42,Speeding,143,262
2016,D13,Speeding,109,98
2016,D41,Speeding,157,105
2019,D13,Speeding,31,48
